h,w,band_px,band_frac,bar_frac,rep_frac,pp_h,pp_w,pp_aspect,set
72,789,55,0.7638888888888888,0.0,0.20833333333333334,59,767,13.0,train_line
53,943,47,0.8867924528301887,0.0,0.05660377358490566,50,931,18.62,train_line
71,1420,69,0.971830985915493,0.0,0.014084507042253521,71,1306,18.3943661971831,train_line
56,119,29,0.5178571428571429,0.0,0.44642857142857145,32,107,3.34375,train_line
62,984,46,0.7419354838709677,0.0,0.0967741935483871,56,962,17.178571428571427,train_line
61,1418,61,1.0,0.0,0.0,61,1314,21.540983606557376,train_line
43,136,33,0.7674418604651163,0.0,0.11627906976744186,40,135,3.375,train_line
66,1379,61,0.9242424242424242,0.0,0.06060606060606061,65,1302,20.03076923076923,train_line
57,940,43,0.7543859649122807,0.0,0.19298245614035087,50,934,18.68,train_line
76,287,48,0.631578947368421,0.0,0.13157894736842105,71,282,3.971830985915493,train_line
69,820,41,0.5942028985507246,0.0,0.2608695652173913,57,808,14.175438596491228,train_line
72,178,28,0.3888888888888889,0.0,0.3194444444444444,61,153,2.5081967213114753,train_line
42,111,30,0.7142857142857143,0.0,0.19047619047619047,42,105,2.5,train_line
41,945,33,0.8048780487804879,0.0,0.14634146341463414,39,935,23.974358974358974,train_line
54,956,46,0.8518518518518519,0.0,0.1111111111111111,50,933,18.66,train_line
53,381,50,0.9433962264150944,0.0,0.0,53,340,6.415094339622642,train_line
59,380,57,0.9661016949152542,0.0,0.0,59,367,6.220338983050848,train_line
41,933,41,1.0,0.0,0.0,41,930,22.682926829268293,train_line
101,768,52,0.5148514851485149,0.0,0.46534653465346537,58,724,12.482758620689655,train_line
89,582,66,0.7415730337078652,0.0,0.15730337078651685,89,573,6.438202247191011,train_line
49,302,28,0.5714285714285714,0.0,0.3673469387755102,31,295,9.516129032258064,train_line
47,414,35,0.7446808510638298,0.0,0.23404255319148937,35,409,11.685714285714285,train_line
50,942,35,0.7,0.0,0.14,49,933,19.040816326530614,train_line
44,469,34,0.7727272727272727,0.0,0.18181818181818182,39,456,11.692307692307692,train_line
54,689,36,0.6666666666666666,0.0,0.2962962962962963,39,677,17.358974358974358,train_line
79,818,79,1.0,0.0,0.0,79,800,10.126582278481013,train_line
76,811,76,1.0,0.0,0.0,76,808,10.631578947368421,train_line
66,910,62,0.9393939393939394,0.0,0.045454545454545456,65,903,13.892307692307693,train_line
67,355,67,1.0,0.0,0.0,67,352,5.253731343283582,train_line
44,156,24,0.5454545454545454,0.0,0.18181818181818182,36,145,4.027777777777778,train_line
37,896,37,1.0,0.0,0.0,37,846,22.864864864864863,train_line
59,945,45,0.7627118644067796,0.0,0.13559322033898305,54,944,17.48148148148148,train_line
65,242,38,0.5846153846153846,0.0,0.3076923076923077,48,226,4.708333333333333,train_line
42,140,32,0.7619047619047619,0.0,0.07142857142857142,42,140,3.3333333333333335,train_line
